Time,Date,Sender_account,Receiver_account,Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,Is_laundering,Laundering_type
18:25:35,2022-10-11,1964934977,7793566636,9741.47,UK pounds,Albanian lek,UK,Albania,Cross-border,0,Normal_Fan_In
18:25:37,2022-10-11,2271868103,2647966800,9592.18,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
18:25:38,2022-10-11,7431212466,7735268369,71.99,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
18:25:42,2022-10-11,442639841,4652176458,65.9,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
18:25:44,2022-10-11,8947212560,6493443415,1155.51,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
18:25:45,2022-10-11,4639821031,7995000404,8230.78,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
18:25:46,2022-10-11,5166938062,8983645623,8328.26,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
18:25:46,2022-10-11,1885307974,6154457804,2390.39,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Periodical
18:25:47,2022-10-11,6359959982,8421508711,15359.43,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
18:25:52,2022-10-11,8155736076,2382796538,13994.52,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
18:25:56,2022-10-11,503623523,737829962,7339.76,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
18:25:57,2022-10-11,7252618865,5685986926,6182.78,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
18:25:57,2022-10-11,8480429768,111178096,416530.48,US dollar,UK pounds,USA,UK,Cross-border,0,Normal_Plus_Mutual
18:26:00,2022-10-11,7364333240,9130537535,4258.78,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Periodical
18:26:03,2022-10-11,3341809672,6085392623,7990.16,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
18:26:04,2022-10-11,963356625,9196512226,25153.65,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
18:26:06,2022-10-11,6456948495,7338990030,6799.76,UK pounds,Moroccan dirham,UK,Morocco,Cross-border,0,Normal_Fan_Out
18:26:08,2022-10-11,5724309682,3029852891,12252.06,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
18:26:08,2022-10-11,679769191,7718625612,160.42,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
18:26:09,2022-10-11,3519006611,1392035108,7636.4,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
18:26:09,2022-10-11,2752218977,63903852,342.67,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
18:26:13,2022-10-11,5109756158,5030129064,5080.32,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
18:26:19,2022-10-11,260255342,7019590912,2324.65,Mexican Peso,UK pounds,Mexico,UK,Cross-border,0,Normal_Small_Fan_Out
18:26:21,2022-10-11,6387849744,7886241146,2026.76,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
18:26:23,2022-10-11,5184707082,3964093348,5241.99,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Plus_Mutual
18:26:26,2022-10-11,1311251347,6378808879,6302.22,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
18:26:27,2022-10-11,1578222937,8142071102,36404.8,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
18:26:29,2022-10-11,1062606089,9168876097,401.43,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
18:26:29,2022-10-11,9275764249,4784991805,3800.58,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
18:26:30,2022-10-11,3680284471,2142508055,5127.44,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
18:26:35,2022-10-11,1776861915,2591875799,15716.82,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
18:26:35,2022-10-11,239118973,8633826841,8176.46,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
18:26:36,2022-10-11,2789286641,9401514347,92.29,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
18:26:37,2022-10-11,7252618865,9385742518,5966.79,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
18:26:38,2022-10-11,6474895405,8705215411,1301.3,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
18:26:40,2022-10-11,5228783575,7193213550,3193.85,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
18:26:42,2022-10-11,7154135384,3454889,5128.66,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
18:26:44,2022-10-11,6018777208,442752535,169.9,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
18:26:45,2022-10-11,2365732030,5310967440,8174.87,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
18:26:46,2022-10-11,3295466982,4624034427,2776.92,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
18:26:49,2022-10-11,2267831106,1928174210,8205.11,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
18:26:52,2022-10-11,1857957412,6160392310,1869.34,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Periodical
18:26:57,2022-10-11,9186609508,7920286873,8289.78,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
18:26:58,2022-10-11,9500020968,7364331727,17793.93,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
18:26:58,2022-10-11,5842875939,8858180179,12032.9,UK pounds,Naira,UK,Nigeria,Cross-border,0,Normal_Fan_Out
18:27:00,2022-10-11,9088493730,7831668953,4579.88,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
18:27:02,2022-10-11,5020544649,1362279209,4306.48,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
18:27:03,2022-10-11,9066055724,3454889,5646.44,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
18:27:05,2022-10-11,4367812240,2829525531,4462.05,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
18:27:09,2022-10-11,9688898975,3012603098,11358.93,Moroccan dirham,UK pounds,Morocco,UK,Cross-border,0,Normal_Fan_In
18:27:12,2022-10-11,238420624,1977453554,5870.39,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
18:27:23,2022-10-11,2099147371,2865799361,3058.62,UK pounds,Indian rupee,UK,India,Cross-border,0,Normal_Small_Fan_Out
18:27:23,2022-10-11,9440217658,8239635264,22607.94,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
18:27:23,2022-10-11,2884579204,1538888658,16766.2,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
18:27:25,2022-10-11,2522825698,9196512226,7919.02,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
18:27:27,2022-10-11,4639821031,4972630217,13325.61,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
18:27:30,2022-10-11,9518474685,3065860596,8923.39,Indian rupee,UK pounds,India,UK,Cross-border,0,Normal_Fan_In
18:27:31,2022-10-11,5936669073,1131601641,597.02,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
18:27:33,2022-10-11,8212143227,5731158510,5669.66,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
18:27:36,2022-10-11,6530877341,5505515444,1500.78,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
18:27:37,2022-10-11,2823241553,9179660354,2088.89,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
18:27:42,2022-10-11,4696430383,7836286484,11168.64,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
18:27:44,2022-10-11,7172684457,3984599523,17202.76,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
18:27:45,2022-10-11,4639821031,4972630217,13224.25,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
18:27:45,2022-10-11,4602618723,7446272058,7181.53,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
18:27:45,2022-10-11,1345753584,3582202830,15979.99,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
18:27:50,2022-10-11,8002498931,4546998322,14597.3,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
18:27:53,2022-10-11,9143802798,6470144884,39.73,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
18:27:53,2022-10-11,4487430673,976362296,3795.96,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
18:27:54,2022-10-11,3911960239,1256440144,5517.53,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
18:27:56,2022-10-11,5748489103,5373239176,1053.49,UK pounds,Naira,UK,Nigeria,Cross-border,1,Behavioural_Change_1
18:27:58,2022-10-11,8064671859,4044269867,1263.78,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
18:28:01,2022-10-11,6686887971,4195067771,311.29,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
18:28:03,2022-10-11,1722710478,1525306622,6528.53,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
18:28:08,2022-10-11,4357933908,8586256914,669.85,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
18:28:10,2022-10-11,5322398145,8284907341,2678.74,UK pounds,Euro,UK,Italy,Cross-border,0,Normal_Small_Fan_Out
18:28:11,2022-10-11,6305640575,3530656331,9805.89,UK pounds,Turkish lira,UK,UK,Credit card,0,Normal_Small_Fan_Out
18:28:14,2022-10-11,2672206926,7446272058,13699.39,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
18:28:22,2022-10-11,1599130244,3012603098,4545.85,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
18:28:23,2022-10-11,4550891436,9992249143,4716.16,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
18:28:24,2022-10-11,7376098100,5501112622,16723.49,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
18:28:25,2022-10-11,8212143227,4853973329,7226.17,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
18:28:25,2022-10-11,8695465568,7640159638,319.72,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
18:28:26,2022-10-11,5508873659,6867651081,6171.34,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
18:28:27,2022-10-11,2580810242,4881469083,266.04,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
18:28:29,2022-10-11,239118973,5956411471,8952.68,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
18:28:31,2022-10-11,5810428232,6437773926,9669.22,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
18:28:31,2022-10-11,5842875939,6643442552,4427.89,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
18:28:33,2022-10-11,1275159096,4546998322,5316.18,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
18:28:38,2022-10-11,5389807693,4556471975,11770.05,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Periodical
18:28:38,2022-10-11,6836483929,1896852106,197533.74,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Plus_Mutual
18:28:39,2022-10-11,2350965440,9842282667,3772.62,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
18:28:43,2022-10-11,3649354016,4420972351,5578.47,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
18:28:44,2022-10-11,1885265790,3469773070,2134.13,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
18:28:44,2022-10-11,6456948495,3090837535,9856.41,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
18:28:45,2022-10-11,7252618865,4474184002,17042.2,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
18:28:45,2022-10-11,4155774484,7228065663,6825.63,UK pounds,US dollar,UK,USA,Cross-border,0,Normal_Fan_In
18:28:47,2022-10-11,5007881669,9587527535,6131.15,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
18:28:53,2022-10-11,5811321937,1693917789,14514.16,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Periodical
18:28:53,2022-10-11,4218654393,9638123972,2264.79,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
18:28:56,2022-10-11,1409327422,3045919713,1533.51,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
18:29:03,2022-10-11,5641778470,765975611,961.71,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
18:29:12,2022-10-11,5267759061,5425136928,10113.9,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
18:29:15,2022-10-11,8912097394,8149088213,12779.57,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
18:29:17,2022-10-11,1768753703,7123748491,256.05,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
18:29:17,2022-10-11,5226608373,3115362024,2927.89,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
18:29:19,2022-10-11,6534607035,2640953679,17430.25,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
18:29:24,2022-10-11,5544958720,7364331727,5177.98,US dollar,UK pounds,UK,UK,ACH,0,Normal_Fan_In
18:29:27,2022-10-11,1070557756,8812100190,428.42,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
18:29:28,2022-10-11,8290326440,7532542005,1490.05,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
18:29:29,2022-10-11,5577350465,2325219283,14739.62,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
18:29:31,2022-10-11,8603894361,4967987840,1695.11,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
18:29:36,2022-10-11,3918256548,1350970698,6027.68,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
18:29:38,2022-10-11,4185099366,4285106890,10566.49,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
18:29:39,2022-10-11,8506678858,4335201304,2490.36,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
18:29:42,2022-10-11,3098154792,3065860596,12358.33,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
18:29:44,2022-10-11,8298298829,1928174210,7228.79,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
18:29:45,2022-10-11,9719585962,846807778,2047.36,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
18:29:51,2022-10-11,3628458041,1959666936,7577.42,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
18:29:51,2022-10-11,1975276125,8665621119,1779.86,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
18:29:51,2022-10-11,5788887397,640811521,4406.36,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
18:29:53,2022-10-11,2703108797,4833048653,166.66,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
18:29:58,2022-10-11,3850631048,5332901071,1224.7,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
18:29:58,2022-10-11,2036820844,4295201166,13002.29,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
18:30:01,2022-10-11,7979493157,8619204399,356.76,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
18:30:03,2022-10-11,7311377425,9239766084,69262.55,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Mutual
18:30:03,2022-10-11,8991672085,6170956888,11252.22,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
18:30:03,2022-10-11,4308774124,5501112622,6410.38,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
18:30:07,2022-10-11,1311251347,5009655322,18856.63,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
18:30:16,2022-10-11,2985038097,3454889,10791.69,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
18:30:24,2022-10-11,6548067596,7657949423,10835.47,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
18:30:25,2022-10-11,6113268589,1564673135,11512.33,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
18:30:33,2022-10-11,2324487709,8366079662,323.85,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
18:30:40,2022-10-11,9058609912,1770271621,74933.34,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Mutual
18:30:40,2022-10-11,236666222,7088648962,10654.88,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
18:30:43,2022-10-11,2457465520,3264100671,1583.38,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
18:30:43,2022-10-11,4179173757,3131244537,4549.53,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
18:30:44,2022-10-11,1746276745,9735914072,6162.42,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
18:30:46,2022-10-11,6953025430,3883603613,9859.47,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
18:30:50,2022-10-11,7116324827,8124860134,181.91,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
18:30:54,2022-10-11,7743301017,5276304826,7248.19,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Plus_Mutual
18:30:55,2022-10-11,4338691670,292159923,992.19,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
18:30:55,2022-10-11,4292455756,486991389,16336.03,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
18:31:01,2022-10-11,372160305,5851890443,7501.97,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
18:31:04,2022-10-11,5234462266,4328395990,4361.88,Swiss franc,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
18:31:07,2022-10-11,1578222937,1114792408,7789.61,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
18:31:12,2022-10-11,1275159096,4546998322,5319.69,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
18:31:13,2022-10-11,8479815900,2897345690,16401.61,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
18:31:18,2022-10-11,1828452178,9548533030,531.51,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
18:31:19,2022-10-11,6985194574,5636505962,6044.93,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
18:31:24,2022-10-11,2291648186,4238888536,12274.47,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
18:31:25,2022-10-11,466166875,7351156035,5165.11,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
18:31:29,2022-10-11,5616983752,400797949,105.97,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
18:31:29,2022-10-11,3896543334,5190621375,5539.43,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
18:31:30,2022-10-11,1022375616,6816614937,1056.59,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
18:31:31,2022-10-11,3159148425,8848019674,386.92,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
18:31:32,2022-10-11,7739696388,8558060436,122.89,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
18:31:35,2022-10-11,2774415733,6574074640,3899.74,UK pounds,Turkish lira,UK,Turkey,Cross-border,0,Normal_Small_Fan_Out
18:31:38,2022-10-11,573615193,5459087583,1713.99,UK pounds,Turkish lira,UK,Turkey,Cross-border,0,Normal_Small_Fan_Out
18:31:46,2022-10-11,7905167187,799524916,91.88,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
18:31:49,2022-10-11,4511603762,3984599523,10149.02,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
18:31:52,2022-10-11,814618010,8255835125,122.09,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
18:31:56,2022-10-11,9404385000,3785214157,1143.33,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
18:32:03,2022-10-11,2203595646,1248341749,186.75,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
18:32:09,2022-10-11,266325864,8639608166,95.33,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
18:32:11,2022-10-11,4292455756,8637599344,4685.96,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
18:32:12,2022-10-11,3628458041,9941892933,7064.38,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
18:32:12,2022-10-11,2793401074,7418952837,10855.41,Euro,UK pounds,Spain,UK,Cross-border,0,Normal_Fan_In
18:32:16,2022-10-11,5999055181,8880688297,73.82,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
18:32:29,2022-10-11,3816641926,3709476870,6882.44,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
18:32:31,2022-10-11,3375499409,8983645623,4862.48,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
18:32:31,2022-10-11,1423835333,2597423232,1081.26,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
18:32:33,2022-10-11,8341689124,8274495367,4063.58,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
18:32:33,2022-10-11,2635988354,8099755467,1560.46,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
18:32:37,2022-10-11,3671909513,8540157751,1059.12,UK pounds,Swiss franc,UK,Switzerland,Cross-border,0,Normal_Small_Fan_Out
18:32:40,2022-10-11,3864532346,9733558233,1520.8,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
18:32:42,2022-10-11,8063440965,3485775602,2022.59,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
18:32:47,2022-10-11,9072030706,3065860596,17699.96,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
18:32:47,2022-10-11,4300575433,3497473703,6149.64,UK pounds,Mexican Peso,UK,UK,Cheque,0,Normal_Fan_Out
18:32:52,2022-10-11,2165027714,5983253230,30.68,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
18:32:53,2022-10-11,7785605015,7446272058,8877.78,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
18:32:53,2022-10-11,3410282185,8915259310,10381.51,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
18:32:55,2022-10-11,2428154426,5854093547,2438.18,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Periodical
18:32:57,2022-10-11,723367161,73806488,14783.72,UK pounds,Naira,UK,Nigeria,Cross-border,0,Normal_Fan_In
18:32:58,2022-10-11,9035905702,9170326446,16437.49,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
18:32:59,2022-10-11,1097305471,9631522491,5000.74,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
18:33:04,2022-10-11,6462613977,6437773926,8734.64,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
18:33:05,2022-10-11,4034065719,3984599523,17018.59,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
18:33:06,2022-10-11,1411365155,1226469052,2105.07,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Periodical
18:33:12,2022-10-11,779926833,2677872016,265.55,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
18:33:12,2022-10-11,6249338911,5066156066,129.83,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
18:33:17,2022-10-11,7944277938,596047706,20031.37,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
18:33:17,2022-10-11,5636754083,8962060143,208.74,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
18:33:18,2022-10-11,466166875,6931551375,8426.97,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
18:33:20,2022-10-11,6863969474,3693774358,3623.35,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Periodical
18:33:33,2022-10-11,3114444835,1751177000,8841.38,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
18:33:35,2022-10-11,9844118084,1518698180,7324.49,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
18:33:36,2022-10-11,3911960239,3544075888,4272.67,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
18:33:41,2022-10-11,4809510097,6326553450,13137.12,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Foward
18:33:43,2022-10-11,4600654051,2097072358,5963.65,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
18:33:45,2022-10-11,6105796114,3760146245,4645.33,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
18:33:46,2022-10-11,5547360914,5642938475,2166.82,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
18:33:49,2022-10-11,9825715647,7937840489,9251.45,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
18:33:49,2022-10-11,3052716512,8826873153,434.85,Pakistani rupee,Mexican Peso,UK,Mexico,Cross-border,0,Normal_Small_Fan_Out
18:33:55,2022-10-11,7944277938,1180719769,7365.27,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
18:33:58,2022-10-11,3115578070,4074653770,36389.87,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Mutual
18:34:02,2022-10-11,526933582,1990559247,3609.52,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
18:34:04,2022-10-11,724029388,4225770538,1067.54,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
18:34:08,2022-10-11,7977273130,925091586,6819.36,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
18:34:15,2022-10-11,377877502,7215161018,15541.26,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
18:34:22,2022-10-11,8499729644,3029852891,6476.07,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
18:34:23,2022-10-11,1776861915,1261246760,17511.02,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
18:34:26,2022-10-11,4270943700,1198876896,1855.05,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
18:34:26,2022-10-11,3911960239,6311860043,10068.16,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
18:34:27,2022-10-11,6319704356,5952826193,5527.87,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Periodical
